age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,contacted_before,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,4,0,0,nonexistent,3.0,2,3,4,3,0
29,technician,single,professional.course,no,no,no,cellular,aug,mon,1,0,0,nonexistent,3.0,2,3,4,3,0
48,technician,married,university.degree,no,yes,yes,cellular,aug,mon,1,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,0,0,nonexistent,3.0,2,3,4,3,1
40,management,married,high.school,unknown,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
54,blue-collar,married,professional.course,unknown,yes,yes,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
56,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
43,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
58,retired,married,basic.4y,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
34,admin.,single,university.degree,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
37,technician,married,high.school,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,married,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
53,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
44,admin.,married,high.school,no,no,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
41,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
50,blue-collar,married,professional.course,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,management,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
58,retired,married,university.degree,no,no,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
58,retired,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,management,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,housemaid,married,basic.6y,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,high.school,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,housemaid,single,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,high.school,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
47,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,high.school,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
39,management,married,university.degree,no,yes,unknown,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,married,university.degree,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
38,technician,married,university.degree,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
36,services,married,professional.course,no,yes,yes,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
33,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
37,technician,single,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
42,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
56,retired,married,high.school,no,yes,unknown,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
47,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
53,entrepreneur,married,basic.9y,unknown,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,1
47,technician,married,professional.course,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
29,technician,single,professional.course,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,married,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,high.school,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
51,technician,married,professional.course,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,married,high.school,no,yes,unknown,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,married,high.school,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,single,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
46,services,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
34,technician,single,professional.course,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
46,services,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,married,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,1
52,management,married,university.degree,unknown,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
52,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
39,technician,married,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
29,technician,single,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,housemaid,single,professional.course,unknown,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,services,married,high.school,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,services,married,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,services,married,high.school,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,professional.course,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
30,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
40,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
37,technician,single,professional.course,unknown,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
40,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
45,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
45,technician,married,professional.course,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
34,management,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
37,technician,married,professional.course,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
48,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
39,admin.,married,high.school,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
59,technician,married,professional.course,no,no,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
51,entrepreneur,married,basic.4y,unknown,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,single,professional.course,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,1
51,management,married,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
29,technician,single,professional.course,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
37,technician,married,high.school,unknown,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,married,high.school,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,single,high.school,unknown,no,yes,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
45,self-employed,married,basic.4y,unknown,yes,unknown,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,unemployed,single,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
46,services,married,unknown,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
51,admin.,divorced,professional.course,no,no,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,married,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
34,services,married,professional.course,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,married,high.school,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,married,high.school,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,single,university.degree,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,1
36,technician,single,professional.course,no,yes,unknown,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,married,professional.course,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
36,technician,single,university.degree,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
36,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
60,services,married,high.school,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,married,high.school,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
34,technician,single,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,professional.course,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
41,technician,married,professional.course,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
41,technician,married,professional.course,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
54,admin.,married,high.school,no,no,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
45,admin.,married,high.school,unknown,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
47,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
44,services,married,high.school,unknown,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
36,management,married,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
41,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
40,technician,married,high.school,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
51,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
37,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
30,technician,single,university.degree,no,yes,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,1
48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
53,management,married,university.degree,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,1
37,technician,married,high.school,unknown,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
42,self-employed,married,university.degree,unknown,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,high.school,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,single,high.school,unknown,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
49,management,married,university.degree,no,no,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,high.school,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
36,technician,single,professional.course,no,yes,yes,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
33,admin.,married,university.degree,no,no,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
50,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
48,admin.,married,university.degree,no,yes,no,telephone,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
43,technician,married,professional.course,unknown,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,1
35,unemployed,married,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
46,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,married,university.degree,no,no,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
37,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,professional.course,no,no,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
43,admin.,divorced,university.degree,unknown,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
39,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,married,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
45,self-employed,married,basic.4y,unknown,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
45,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
35,management,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,self-employed,married,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
35,management,married,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,married,high.school,unknown,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,management,married,university.degree,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,married,high.school,unknown,no,yes,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,management,married,university.degree,no,yes,unknown,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
33,admin.,married,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
42,admin.,single,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
42,technician,single,university.degree,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
29,management,married,university.degree,no,yes,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
59,retired,married,basic.9y,unknown,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
53,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,1
46,services,married,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,single,professional.course,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,1
50,admin.,married,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,high.school,no,yes,yes,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,1
32,technician,single,university.degree,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
44,management,married,basic.9y,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,single,university.degree,no,no,yes,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,1
41,technician,married,professional.course,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
41,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
49,retired,divorced,professional.course,no,yes,yes,telephone,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,1
41,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
35,technician,single,university.degree,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
53,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,0
31,services,single,university.degree,unknown,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,1
56,admin.,married,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
41,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
58,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
31,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
54,services,married,basic.4y,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,single,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,1
40,management,married,university.degree,no,no,yes,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
32,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,0,0,nonexistent,3.0,2,3,4,3,1
31,admin.,married,university.degree,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
34,technician,single,university.degree,no,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
53,management,married,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
49,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
30,technician,single,professional.course,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
36,admin.,single,university.degree,no,no,yes,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
33,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
33,admin.,single,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
46,admin.,married,high.school,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
48,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
52,housemaid,divorced,high.school,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
39,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
52,services,married,basic.4y,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
31,technician,single,university.degree,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
32,technician,single,high.school,no,yes,no,cellular,aug,tue,2,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,university.degree,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,1
57,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
31,housemaid,married,basic.4y,no,no,yes,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
45,management,married,university.degree,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,1
54,admin.,married,university.degree,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
56,blue-collar,married,unknown,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
38,technician,married,professional.course,no,yes,no,cellular,aug,tue,3,0,0,nonexistent,3.0,2,3,4,3,0
44,management,married,basic.9y,no,yes,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
33,technician,married,professional.course,no,no,no,cellular,aug,tue,4,0,0,nonexistent,3.0,2,3,4,3,0
